client_id,national_id,onboarding_date,declared_income,employment_type,is_banked,age,sex,city_type,education_level,household_size,residence_type,base_risk_score,banked_probability
93,143712360,2024-06-27 21:22:44,15000000.0,informal,True,37,F,rural,none,4,owned,0.6147186147186147,0.9967272568791185
94,143828624,2023-06-06 07:41:28,15000000.0,informal,True,39,F,urban,primary,7,rented,0.5194805194805193,0.9967272568791185
95,144067338,2024-07-09 07:37:15,15000000.0,formal,True,68,M,urban,secondary,7,family,0.19480519480519473,0.9987935291811153
96,144328707,2024-10-21 10:02:32,15000000.0,informal,True,46,M,urban,secondary,5,owned,0.4761904761904761,0.9967272568791185
97,145096020,2023-06-04 18:10:45,15000000.0,informal,True,59,F,urban,primary,6,rented,0.5194805194805193,0.9967272568791185
98,145131554,2022-03-07 03:18:36,15000000.0,independent,True,69,F,urban,secondary,5,rented,0.4761904761904761,0.998012421503137
99,145467726,2023-01-08 08:35:02,15000000.0,formal,True,70,M,urban,primary,4,owned,0.23809523809523805,0.9987935291811153
100,145864434,2022-08-24 14:53:06,15000000.0,informal,True,66,F,rural,secondary,3,rented,0.6796536796536796,0.9967272568791185
101,146123688,2023-06-04 03:44:38,15000000.0,informal,True,69,M,urban,primary,5,rented,0.6709956709956709,0.9967272568791185
102,146492125,2023-10-04 10:04:13,15000000.0,independent,True,72,M,urban,technical,2,owned,0.4329004329004328,0.998012421503137
103,146720881,2023-05-23 23:15:00,15000000.0,formal,True,74,F,urban,secondary,2,rented,0.19480519480519473,0.9987935291811153
104,146765679,2022-08-03 01:23:07,15000000.0,formal,True,54,M,urban,technical,2,owned,0.0,0.9987935291811153
105,147723340,2022-11-26 18:36:55,15000000.0,informal,True,25,M,rural,primary,1,family,0.5714285714285713,0.9967272568791185
106,148687082,2024-01-15 01:58:11,15000000.0,informal,False,24,M,urban,secondary,7,other,0.7532467532467532,0.9967272568791185
107,149050283,2022-01-30 13:06:54,15000000.0,informal,True,63,M,urban,university,2,family,0.5844155844155843,0.9967272568791185
108,149548318,2022-08-23 10:20:43,15000000.0,formal,True,36,M,rural,primary,6,owned,0.1385281385281385,0.9987935291811153
109,150011124,2024-09-04 02:44:00,15000000.0,informal,True,63,M,urban,secondary,4,rented,0.6277056277056277,0.9967272568791185
110,150352588,2022-04-19 13:50:42,15000000.0,informal,True,71,F,urban,none,3,rented,0.7142857142857142,0.9967272568791185
111,151341724,2023-03-31 03:31:21,15000000.0,formal,True,54,F,urban,primary,2,owned,0.08658008658008656,0.9987935291811153
112,151388517,2022-08-15 15:34:11,15000000.0,independent,True,61,M,urban,secondary,6,family,0.4761904761904761,0.998012421503137
113,152297633,2022-04-25 14:13:24,15000000.0,formal,True,33,M,urban,primary,4,rented,0.08658008658008656,0.9987935291811153
114,152472467,2023-04-08 21:27:01,15000000.0,informal,True,42,F,rural,secondary,4,owned,0.5281385281385281,0.9967272568791185
115,154205202,2023-07-25 23:29:51,15000000.0,informal,True,73,M,urban,university,5,other,0.5844155844155843,0.9967272568791185
116,154475605,2022-07-12 20:54:52,15000000.0,informal,True,64,M,urban,primary,6,owned,0.6709956709956709,0.9967272568791185
117,154564292,2022-03-27 04:25:38,15000000.0,informal,True,29,F,urban,primary,5,rented,0.5194805194805193,0.9967272568791185
118,155019830,2022-05-28 11:42:23,15000000.0,informal,True,71,M,urban,technical,4,owned,0.5844155844155843,0.9967272568791185
119,155329045,2023-12-15 10:35:01,15000000.0,informal,True,46,F,urban,secondary,7,owned,0.4761904761904761,0.9967272568791185
120,155856795,2024-07-31 00:12:28,15000000.0,formal,True,66,F,urban,university,7,other,0.15151515151515146,0.9987935291811153
121,157435530,2022-07-17 10:03:03,15000000.0,independent,True,47,F,urban,secondary,7,rented,0.3246753246753246,0.998012421503137
122,157715487,2022-12-17 20:02:18,15000000.0,independent,True,52,M,rural,secondary,1,owned,0.3766233766233765,0.998012421503137
123,158460909,2023-01-31 00:44:17,15000000.0,informal,True,27,M,urban,university,7,rented,0.4329004329004328,0.9967272568791185
124,158645527,2022-09-25 12:12:58,15000000.0,informal,True,37,M,urban,primary,2,family,0.5194805194805193,0.9967272568791185
125,158977390,2022-03-02 12:30:22,15000000.0,informal,True,59,F,rural,technical,5,family,0.4848484848484848,0.9967272568791185
126,159886738,2023-07-30 01:05:32,15000000.0,informal,True,66,F,rural,secondary,5,family,0.6796536796536796,0.9967272568791185
127,160450001,2023-01-27 07:40:25,15000000.0,informal,True,23,F,rural,technical,2,family,0.4848484848484848,0.9967272568791185
128,160878576,2023-01-10 18:32:05,15000000.0,informal,True,22,M,rural,primary,1,rented,0.5714285714285713,0.9967272568791185
129,161128001,2022-10-17 23:07:57,15000000.0,formal,True,57,F,urban,secondary,7,owned,0.04329004329004328,0.9987935291811153
130,162676572,2024-10-14 15:02:35,15000000.0,informal,True,43,F,urban,primary,7,family,0.5194805194805193,0.9967272568791185
131,163181110,2023-10-31 11:32:51,15000000.0,independent,True,66,F,rural,university,2,owned,0.4848484848484848,0.998012421503137
132,164579684,2023-04-04 11:13:15,15000000.0,informal,True,21,F,urban,primary,5,owned,0.7316017316017315,0.9967272568791185
133,164639926,2022-08-13 21:39:25,15000000.0,informal,True,37,M,urban,primary,2,rented,0.5194805194805193,0.9967272568791185
134,164853232,2024-05-27 05:31:41,15000000.0,informal,True,20,M,rural,university,4,owned,0.6969696969696968,0.9967272568791185
135,165220371,2024-08-30 18:14:38,15000000.0,informal,True,58,F,urban,secondary,3,rented,0.4761904761904761,0.9967272568791185
136,165566923,2022-02-05 09:20:17,15000000.0,informal,True,66,M,urban,secondary,6,family,0.6277056277056277,0.9967272568791185
137,166627443,2024-10-14 23:38:19,15000000.0,independent,True,26,M,urban,primary,5,rented,0.36796536796536794,0.998012421503137
138,166760080,2024-02-05 20:45:36,15000000.0,informal,False,36,M,urban,secondary,4,rented,0.7532467532467532,0.9967272568791185
139,166883900,2022-04-20 07:33:36,15000000.0,informal,True,66,M,urban,primary,5,rented,0.6709956709956709,0.9967272568791185
140,168708867,2024-04-04 16:57:34,15000000.0,formal,True,20,F,urban,secondary,4,rented,0.25541125541125537,0.9987935291811153
141,168949449,2022-04-28 14:32:58,15000000.0,informal,True,72,M,rural,secondary,1,owned,0.6796536796536796,0.9967272568791185
142,169880411,2022-02-25 16:38:54,15000000.0,formal,True,68,M,urban,secondary,5,owned,0.19480519480519473,0.9987935291811153
143,170297553,2022-05-07 06:46:43,15000000.0,informal,True,26,F,urban,primary,6,rented,0.5194805194805193,0.9967272568791185
144,171277663,2023-05-19 12:23:11,15000000.0,formal,True,25,F,rural,primary,4,rented,0.1385281385281385,0.9987935291811153
145,171328162,2023-11-10 10:16:48,15000000.0,informal,True,57,M,rural,technical,2,rented,0.4848484848484848,0.9967272568791185
146,172782596,2023-03-23 00:29:51,15000000.0,informal,True,18,M,urban,primary,1,owned,0.7316017316017315,0.9967272568791185
147,173631919,2022-05-14 13:20:39,15000000.0,formal,True,46,M,urban,primary,3,owned,0.08658008658008656,0.9987935291811153
148,174179159,2022-08-07 02:08:51,15000000.0,independent,True,21,M,urban,secondary,6,rented,0.5367965367965367,0.998012421503137
149,174456999,2024-07-22 08:36:26,15000000.0,informal,True,48,M,rural,secondary,3,rented,0.5281385281385281,0.9967272568791185
150,175949293,2024-11-20 01:45:12,15000000.0,formal,True,37,M,urban,technical,7,rented,0.0,0.9987935291811153
151,175999888,2024-04-05 22:15:19,15000000.0,informal,True,58,F,urban,secondary,3,family,0.4761904761904761,0.9967272568791185
152,176043896,2022-04-24 05:42:59,15000000.0,informal,True,68,F,urban,university,3,rented,0.5844155844155843,0.9967272568791185
153,176330431,2024-06-16 16:34:36,15000000.0,informal,True,45,F,urban,technical,6,owned,0.4329004329004328,0.9967272568791185
154,176337344,2024-01-28 17:28:02,15000000.0,formal,True,54,M,urban,technical,5,rented,0.0,0.9987935291811153
155,177422028,2023-07-31 00:52:14,15000000.0,informal,True,52,M,rural,technical,1,owned,0.4848484848484848,0.9967272568791185
156,177632932,2022-06-06 20:18:32,15000000.0,formal,True,74,F,rural,primary,1,owned,0.29004329004328994,0.9987935291811153
157,178139480,2024-12-27 08:40:37,15000000.0,informal,True,31,F,urban,university,2,rented,0.4329004329004328,0.9967272568791185
158,178938110,2023-04-30 15:41:50,15000000.0,independent,True,31,F,urban,technical,7,owned,0.28138528138528135,0.998012421503137
159,179894979,2022-02-18 08:55:18,15000000.0,formal,True,39,M,urban,secondary,1,owned,0.04329004329004328,0.9987935291811153
160,179973966,2022-08-18 21:58:19,15000000.0,informal,True,59,M,urban,primary,1,family,0.5194805194805193,0.9967272568791185
161,180325858,2023-03-16 09:14:35,15000000.0,informal,True,67,M,urban,primary,6,rented,0.6709956709956709,0.9967272568791185
162,180473050,2022-03-10 05:56:54,15000000.0,informal,True,33,F,urban,secondary,5,family,0.4761904761904761,0.9967272568791185
163,180838710,2022-12-21 17:03:20,15000000.0,independent,True,24,M,urban,secondary,7,family,0.3246753246753246,0.998012421503137
164,180857027,2023-05-28 21:38:52,15000000.0,informal,True,52,F,urban,technical,2,owned,0.4329004329004328,0.9967272568791185
165,181043074,2024-11-04 18:24:13,15000000.0,informal,True,52,F,urban,secondary,5,rented,0.4761904761904761,0.9967272568791185
166,181094889,2022-04-05 13:56:06,15000000.0,informal,True,39,F,urban,secondary,1,rented,0.4761904761904761,0.9967272568791185
167,181509782,2023-09-24 15:54:21,15000000.0,formal,True,28,M,urban,primary,5,rented,0.08658008658008656,0.9987935291811153
168,181625875,2024-09-29 18:12:09,15000000.0,informal,True,66,F,urban,primary,1,owned,0.6709956709956709,0.9967272568791185
169,181835942,2024-06-01 18:41:54,15000000.0,informal,True,66,F,urban,primary,7,owned,0.6709956709956709,0.9967272568791185
170,182551310,2024-10-09 19:27:46,15000000.0,independent,True,60,M,urban,technical,3,owned,0.28138528138528135,0.998012421503137
171,182922322,2022-07-06 12:33:59,15000000.0,informal,True,51,F,rural,secondary,2,rented,0.5281385281385281,0.9967272568791185
172,183480469,2024-05-27 11:17:54,15000000.0,formal,True,32,F,rural,university,7,owned,0.05194805194805194,0.9987935291811153
173,183988903,2024-12-07 14:30:19,15000000.0,informal,True,40,F,urban,technical,1,rented,0.4329004329004328,0.9967272568791185
174,184068310,2022-12-24 00:08:23,15000000.0,informal,True,21,M,urban,technical,6,family,0.6450216450216448,0.9967272568791185
175,184664766,2023-07-01 00:14:50,15000000.0,independent,True,32,F,urban,secondary,4,rented,0.3246753246753246,0.998012421503137
176,184759612,2023-08-05 06:30:38,15000000.0,formal,True,43,M,urban,technical,5,rented,0.0,0.9987935291811153
177,185020000,2023-06-25 13:42:07,15000000.0,formal,True,42,M,rural,university,2,owned,0.05194805194805194,0.9987935291811153
178,185544277,2022-11-14 07:27:57,15000000.0,informal,True,22,M,urban,technical,7,family,0.4329004329004328,0.9967272568791185
179,185586173,2024-11-29 02:51:02,15000000.0,informal,True,72,M,urban,primary,4,rented,0.6709956709956709,0.9967272568791185
180,185717905,2024-11-13 08:44:05,15000000.0,informal,True,33,M,urban,technical,3,rented,0.4329004329004328,0.9967272568791185
181,186109786,2023-02-21 21:38:47,15000000.0,informal,True,47,M,urban,primary,4,family,0.5194805194805193,0.9967272568791185
182,186485709,2024-05-31 19:04:30,15000000.0,informal,True,44,F,urban,primary,3,owned,0.5194805194805193,0.9967272568791185
183,186751865,2023-03-12 06:57:27,15000000.0,informal,True,44,M,rural,technical,3,rented,0.4848484848484848,0.9967272568791185
184,187280099,2024-05-20 07:37:22,15000000.0,informal,True,66,F,urban,technical,1,owned,0.5844155844155843,0.9967272568791185
185,187503970,2023-10-03 07:18:03,15000000.0,informal,True,60,M,urban,primary,4,owned,0.5194805194805193,0.9967272568791185
186,188947579,2023-05-30 20:03:32,15000000.0,informal,True,67,F,urban,primary,4,rented,0.6709956709956709,0.9967272568791185
187,189032054,2022-05-21 05:13:21,15000000.0,informal,True,39,F,rural,university,3,rented,0.4848484848484848,0.9967272568791185
188,189201827,2023-12-18 18:38:51,15000000.0,independent,True,33,F,urban,primary,7,owned,0.36796536796536794,0.998012421503137
189,189876229,2022-12-18 14:07:48,15000000.0,formal,True,42,F,urban,none,1,rented,0.12987012987012983,0.9987935291811153
190,189982334,2022-08-26 11:02:42,15000000.0,informal,True,50,F,urban,technical,7,family,0.4329004329004328,0.9967272568791185
191,190356080,2022-07-31 13:30:52,15000000.0,formal,True,37,M,urban,technical,7,family,0.0,0.9987935291811153
192,191504712,2024-12-11 03:44:36,15000000.0,formal,True,44,M,rural,secondary,1,owned,0.09523809523809522,0.9987935291811153
193,191704741,2022-04-24 02:17:23,15000000.0,informal,True,26,M,urban,secondary,5,rented,0.4761904761904761,0.9967272568791185
194,191710115,2024-05-24 09:15:32,15000000.0,informal,True,51,M,urban,secondary,2,owned,0.4761904761904761,0.9967272568791185
195,192702415,2024-08-06 10:16:48,15000000.0,informal,True,58,M,rural,primary,1,rented,0.5714285714285713,0.9967272568791185
196,192716168,2022-02-04 00:04:13,15000000.0,informal,True,48,M,urban,technical,7,rented,0.4329004329004328,0.9967272568791185
197,193062670,2023-10-08 07:37:22,15000000.0,formal,True,67,F,urban,technical,1,rented,0.15151515151515146,0.9987935291811153
198,194153586,2023-09-25 06:11:51,15000000.0,independent,True,74,F,urban,secondary,3,owned,0.4761904761904761,0.998012421503137
199,194702161,2023-01-28 17:55:15,15000000.0,informal,True,69,F,rural,primary,1,rented,0.7229437229437229,0.9967272568791185
200,194719795,2024-01-01 01:15:05,15000000.0,formal,True,23,F,urban,primary,1,owned,0.08658008658008656,0.9987935291811153
201,194750271,2023-03-24 11:49:52,15000000.0,informal,True,68,M,urban,primary,1,owned,0.6709956709956709,0.9967272568791185
202,195373814,2023-04-27 11:05:42,15000000.0,formal,True,37,M,urban,primary,6,rented,0.08658008658008656,0.9987935291811153
203,195528324,2023-04-18 12:19:09,15000000.0,formal,True,43,F,urban,none,1,owned,0.12987012987012983,0.9987935291811153
204,195777578,2024-05-26 17:43:17,15000000.0,informal,True,41,F,urban,technical,6,rented,0.4329004329004328,0.9967272568791185
205,196000785,2023-11-25 07:09:37,15000000.0,informal,True,34,M,urban,primary,2,rented,0.5194805194805193,0.9967272568791185
206,196067825,2023-02-20 01:21:17,15000000.0,formal,True,68,M,urban,technical,7,rented,0.15151515151515146,0.9987935291811153
207,196527735,2024-10-11 19:29:58,15000000.0,independent,True,54,M,urban,secondary,6,rented,0.3246753246753246,0.998012421503137
208,196966851,2024-05-28 06:06:26,15000000.0,informal,True,73,M,rural,technical,5,rented,0.6363636363636364,0.9967272568791185
209,197718166,2024-10-18 09:26:54,15000000.0,informal,True,72,M,urban,university,6,family,0.5844155844155843,0.9967272568791185
210,198229596,2024-03-10 21:33:49,15000000.0,informal,True,41,M,rural,secondary,3,owned,0.5281385281385281,0.9967272568791185
211,198354061,2023-03-05 16:24:33,15000000.0,formal,True,59,F,urban,primary,6,rented,0.08658008658008656,0.9987935291811153
212,199529569,2024-04-26 08:54:28,15000000.0,formal,True,46,F,urban,technical,2,rented,0.0,0.9987935291811153
213,199566520,2022-12-27 13:01:02,15000000.0,formal,True,46,F,urban,none,5,owned,0.12987012987012983,0.9987935291811153
214,199622866,2022-10-24 16:00:29,15000000.0,formal,True,60,F,urban,primary,7,owned,0.08658008658008656,0.9987935291811153
215,199894709,2023-05-09 21:30:07,15000000.0,independent,True,57,F,urban,primary,6,owned,0.36796536796536794,0.998012421503137
216,199984704,2024-11-27 09:18:12,15000000.0,formal,True,69,M,urban,university,2,rented,0.15151515151515146,0.9987935291811153
217,200660321,2023-09-14 21:18:41,15000000.0,informal,True,62,F,rural,none,6,rented,0.7662337662337662,0.9967272568791185
218,200863333,2023-02-25 03:27:12,15000000.0,formal,True,53,M,rural,secondary,7,rented,0.09523809523809522,0.9987935291811153
219,201670529,2023-05-21 16:34:28,15000000.0,informal,True,70,F,urban,secondary,7,rented,0.6277056277056277,0.9967272568791185
220,202355940,2022-11-15 21:09:48,15000000.0,informal,True,23,M,urban,technical,6,rented,0.4329004329004328,0.9967272568791185
221,202693663,2023-12-23 08:02:22,15000000.0,independent,True,61,F,urban,primary,6,owned,0.5194805194805193,0.998012421503137
